Chapter,ID,Chunk,Fellowship
5,53,"[Frodo]: ‘Very good!’ said Frodo.

[Frodo]: ‘But in that case there are a lot of
things to do before we go to bed – under a roof, for tonight
at any rate.’

[Pippin]: ‘Oh! That was poetry!’ said Pippin.
[Pippin]: ‘Do you really mean
to start before the break of day?’
[Frodo]: ‘I don’t know,’ answered Frodo.

[Frodo]: ‘I fear those Black Riders,
and I am sure it is unsafe to stay in one place long, especially
in a place to which it is known I was going. Also Gildor
advised me not to wait. But I should very much like to see
Gandalf. ’",Negative
2,118,"[Frodo]: ‘Now at any rate he is as bad as an Orc, and just an enemy.
He deserves death.’
[Gandalf]: ‘Deserves it! I daresay he does. Many that live deserve death.
And some that die deserve life.Can you give it to them?’

[Gandalf]: ‘Then do not be too eager to deal out death in judgement.
For even the very wise cannot see all ends. I have not
much hope that Gollum can be cured before he dies, but
there is a chance of it. And he is bound up with the fate of
the Ring.",Negative
11,118,"So black were they that they seemed like
black holes in the deep shade behind them.

Frodo thought that he heard a faint hiss as of venomous 
breath and felt a thin piercing chill. Then the shapes slowly 
advanced. Terror overcame Pippin and Merry, and they 
threw themselves flat on the ground.
Sam shrank to Frodo’s side. Frodo
was hardly less terrified than his companions; he was quaking
as if he was bitter cold, but his terror was swallowed up in a
sudden temptation to put on the Ring.",Negative
15,74,"[Gandalf]: ‘To the end of the journey – in the end,’ said Gandalf.
[Gandalf]: ‘We cannot look too far ahead. Let us be glad that the 
first stage is safely over.’

[Gandalf]: ‘I think we will rest here, not only today but
tonight as well. There is a wholesome air about Hollin.
Much evil must befall a country before it wholly forgets 
the Elves, if once they dwelt there.’

[Legolas]: ‘That is true,’ said Legolas.

[Legolas]: ‘But the Elves of this land were of a race strange to us of 
the silvan folk, and the trees and the grass do not now remember them.’",Positive
14,55,"[Aragorn]: ‘It does not belong to either of us,’ said Aragorn; 
[Aragorn]: ‘but it has been ordained that you should hold it for a while.’
[Gandalf]: ‘Bring out the Ring, Frodo!’ said Gandalf solemnly.

[Gandalf]: ‘The time has come. Hold it up, and then Boromir will 
understand the remainder of his riddle.’

There was a hush, and all turned their eyes on Frodo. He
was shaken by a sudden shame and fear; and he felt a great
reluctance to reveal the Ring, and a loathing of its touch. He
wished he was far away.",Negative
9,36,"In a twinkling the table was laid.

There was hot soup, cold meats, a blackberry tart, new loaves, 
slabs of butter, and half a ripe cheese: good plain food, as good 
as the Shire could show, and homelike enough to dispel the last 
of Sam’s misgivings (already much relieved by the excellence of the beer).

The landlord hovered round for a little, and then prepared
to leave them.

[Mr. Butterbur]: ‘I don’t know whether you would care to join
the company, when you have supped,’ he said, standing
at the door.",Positive
3,24,"The next morning they were busy packing another cart
with the remainder of the luggage.

Merry took charge of this,
and drove off with Fatty (that is Fredegar Bolger).

[Merry]: ‘Someone must get there and warm the house 
before you arrive,’ said Merry.

[Merry]: ‘Well, see you later – the day after tomorrow, if you
don’t go to sleep on the way!’

Folco went home after lunch, but Pippin remained behind.

Frodo was restless and anxious, listening in vain for a sound
of Gandalf.",Negative
13,42,"[Frodo]: ‘Yes, you have seen a thing or two since you last peeped
out of a looking-glass,’ he said to his reflection.
[Frodo]: ‘But now for a merry meeting!’

He stretched out his arms and whistled a tune. At that moment 
there was a knock on the door, and Sam came in. He ran to Frodo 
and took his left hand, awkwardly and shyly. He stroked it gently 
and then he blushed and turned hastily away.

[Frodo]: ‘Hullo, Sam!’ said Frodo.
[Sam]: ‘It’s warm!’ said Sam.

[Sam]: ‘Meaning your hand, Mr. Frodo. It has felt so cold through 
the long nights. But glory and trumpets!’
he cried, turning round again with shining eyes and
dancing on the floor.",Positive
2,150,"[Gandalf]: ‘I have thought of something better than that.
Something to shut your mouth, and punish you 
properly for listening.’

[Gandalf]: ‘You shall go away with Mr. Frodo!’
[Sam]: ‘Me, sir!’ cried Sam, springing up like a dog invited for a
walk.

[Sam]: ‘Me go and see Elves and all! Hooray!’

he shouted, and
then burst into tears.",Positive
3,25,"Frodo was restless and anxious, listening in vain for a sound
of Gandalf.

He decided to wait until nightfall. After that, if
Gandalf wanted him urgently, he would go to Crickhollow,
and might even get there first. For Frodo was going on foot.

His plan – for pleasure and a last look at the Shire as much as
any other reason – was to walk from Hobbiton to Bucklebury
Ferry, taking it fairly easy.",Negative
11,69,"Nothing was moving on it.

Following
its line eastward with their eyes they saw the Mountains: the
nearer foothills were brown and sombre; behind them stood
taller shapes of grey, and behind those again were high white
peaks glimmering among the clouds.

[Merry]: ‘Well, here we are!’ said Merry.
[Merry]: ‘And very cheerless and uninviting it looks!
There is no water and no shelter. And no sign of Gandalf.
But I don’t blame him for not waiting – if
he ever came here.’",Negative
20,51,"[Galadriel]: ‘We have drunk the cup of parting,’ she said, 
[Galadriel]: ‘and the shadows fall between us.’

[Galadriel]: ‘But before you go, I have brought in my ship gifts which the 
Lord and Lady of the Galadhrim now offer you in memory of Lothlorien.’
Then she called to each in turn.’

[Galadriel]: ‘Here is the gift of Celeborn and Galadriel to the leader of
your Company,’ she said to Aragorn, and she gave him a
sheath that had been made to fit his sword.",Neutral
18,71,"The hobbits accepted this second (and far better) supper
very gladly. Then they wrapped themselves warmly, not only
in the fur-cloaks of the Elves, but in their own blankets as
well, and tried to go to sleep. But weary as they were only
Sam found that easy to do. Hobbits do not like heights, and
do not sleep upstairs, even when they have any stairs.

The flet was not at all to their liking as a bedroom.",Neutral
20,58,"[Galadriel]: ‘It will not keep you on your road, nor
defend you against any peril; but if you keep it and see your
home again at last, then perhaps it may reward you. Though
you should find all barren and laid waste, there will be few
gardens in Middle-earth that will bloom like your garden,
if you sprinkle this earth there.’

[Galadriel]: ‘Then you may remember Galadriel, and catch a glimpse 
far off of Lorien,  that you have seen only in our winter.For our Spring 
and our Summer are gone by, and they will never be seen on earth 
again save in memory.’",Neutral
5,21,"[Pippin]: ‘A bath!’ cried Pippin.
[Pippin]: ‘O blessed Meriadoc!’
[Frodo]: ‘Which order shall we go in?’ said Frodo.
[Frodo]: ‘Eldest first, or quickest first? You’ll be last either 
way, Master Peregrin.’

[Merry]: ‘Trust me to arrange things better than that!’ 
said Merry.

[Merry]: ‘We can’t begin life at Crickhollow with a quarrel 
over baths. In that room there are three tubs, and a copper 
full of boiling water. There are also towels, mats and soap.
Get inside, and be quick!’",Positive
14,69,"[Elrond]: ‘But I do so now. Come! Tell us your tale. And if you have not 
yet cast your story into verse, you may tell it in plain words. The briefer, 
the sooner shall you be refreshed.’

[Bilbo]: ‘Very well,’ said Bilbo.
[Bilbo]: ‘I will do as you bid. But I will now tell the true story, and if some 
here have heard me tell it otherwise’ – he looked sidelong at Gloin – 
[Bilbo]: ‘I ask them to forget it and forgive me.’

[Bilbo]: ‘I only wished to claim the treasure as my very own in those days, 
and to be rid of the name of thief that was put on me. But perhaps I 
understand things a little better now. Anyway, this is what happened.’",Neutral
7,7,"Suddenly he stopped and stammered, overcome with sur-
prise to hear himself saying such things.
But Goldberry laughed.

[Goldberry]: ‘Welcome!’ she said.
[Goldberry]: ‘I had not heard that folk of the Shire
were so sweet-tongued. But I see that you are an Elf-friend;
the light in your eyes and the ring in your voice tells it. This
is a merry meeting!’
[Goldberry]: ‘Sit now, and wait for the Master of
the house! He will not be long. He is tending your tired
beasts.’",Positive
12,98,"They had rested rather less than five hours when they took
to the Road again.

Glorfindel still urged them on, and only
allowed two brief halts during the day’s march.

In this way
they covered almost twenty miles before nightfall, and came
to a point where the Road bent right and ran down towards

the bottom of the valley, now making straight for the Bruinen.",Neutral
18,26,"The pungent fragrance filled the
dell, and all those who stooped over the steaming water felt
refreshed and strengthened. Soon Frodo felt the pain leave
him, and his breath grew easy: though he was stiff and sore
to the touch for many days. Aragorn bound some soft pads
of cloth at his side.

[Aragorn]: ‘The mail is marvellously light,’ he said.
[Aragorn]: ‘Put it on again, if you can bear it.
My heart is glad to know that you have
such a coat.’",Positive
1,31,"Hence the excitement of the hobbit-children.
‘G for Grand!’ they shouted, and the old man smiled.

They knew him by sight, though he only
appeared in Hobbiton occasionally and never stopped long;
but neither they nor any but the oldest of their elders had
seen one of his firework displays – they now belonged to a
legendary past.",Positive
2,129,"[Frodo]: ‘Why did it come to me?
Why was I chosen?’
[Gandalf]: ‘Such questions cannot be answered,’ said Gandalf.

[Gandalf]: ‘You may be sure that it was not for any merit that others do not
possess: not for power or wisdom, at any rate. But you have
been chosen, and you must therefore use such strength and
heart and wits as you have.’

[Frodo]: ‘But I have so little of any of these things!
You are wise and powerful. Will you not take the Ring?’

[Gandalf]: ‘No!’ cried Gandalf, springing to his feet.",Negative
